naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4,cap_labor_ratio,non_prod_workers,labor_productivity,revenue_per_worker,naics_title,match_level,short_title,short_label,full_label,Industry,robots_adopted,robotics_productivity_gain,robotics_cost_savings,jobs_displaced,training_hours,manuf_export_share,gdp_per_capita,inflation,real_gdp
335222,2015,8.2,387.4,7.4,13.6,312.2,3724.0,2155.6,1570.4,96.6,236.0,24.9,1788.1,1298.4,489.7,0.995000005,0.976000011,1.003000021,0.813000023,-0.029999999,0.967000008,-0.030999999,0.967000008,218.0609756097561,0.7999999999999989,191.51219512195124,454.1463414634147,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335222 | Major Household Appliance MfgT,335222 - Major Household Appliance ManufacturingT,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335222,2016,8.8,408.5,7.7,14.8,331.1,4166.8,2202.9,2108.8,84.6,367.6,25.2,1732.9,1258.9,474.0,0.976999998,0.959999979,0.999000013,0.906000018,0.108000003,1.077999949,0.108000003,1.077999949,196.92045454545453,1.1000000000000005,239.63636363636363,473.5,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335222 | Major Household Appliance MfgT,335222 - Major Household Appliance ManufacturingT,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335222,2017,9.7,443.6,8.6,16.0,358.0,4295.2,2332.0,2122.1,125.1,419.0,26.8,,,,0.967000008,0.996999979,,1.011999965,,,,,,1.0999999999999996,218.77319587628867,442.8041237113402,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335222 | Major Household Appliance MfgT,335222 - Major Household Appliance ManufacturingT,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335222,2018,9.8,454.9,8.5,15.9,367.3,4434.2,2342.5,2208.6,,427.4,27.4,,,,0.986999989,1.039000034,,1.037999988,,,,,,1.3000000000000007,225.36734693877548,452.469387755102,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335222 | Major Household Appliance MfgT,335222 - Major Household Appliance ManufacturingT,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335224,2015,6.8,336.9,6.3,12.3,289.7,3688.7,2421.1,1283.1,139.4,245.1,20.5,1138.4,785.5,352.9,0.995000005,0.990999997,1.0,1.036999941,-0.012,0.970000029,-0.012,0.970000029,167.41176470588238,0.5,188.69117647058823,542.4558823529412,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335224 | Major Household Appliance MfgT,335224 - Major Household Appliance ManufacturingT,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335224,2016,7.2,355.2,6.5,13.4,307.2,4127.3,2474.1,1723.0,59.6,381.8,20.2,1178.7,837.1,341.5,0.976999998,0.977999985,1.0,0.984000027,0.088,1.059000015,0.088,1.059000015,163.70833333333334,0.7000000000000002,239.30555555555554,573.2361111111111,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335224 | Major Household Appliance MfgT,335224 - Major Household Appliance ManufacturingT,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335224,2017,8.0,385.7,7.3,14.4,332.2,4254.4,2619.2,1733.9,96.6,435.3,21.4,,,,0.967000008,1.011999965,,1.09800005,,,,,,0.7000000000000002,216.7375,531.8,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335224 | Major Household Appliance MfgT,335224 - Major Household Appliance ManufacturingT,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335224,2018,8.0,395.5,7.3,14.3,340.8,4392.1,2631.0,1804.5,,444.0,22.0,,,,0.986999989,1.055999994,,1.121999979,,,,,,0.7000000000000002,225.5625,549.0125,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335224 | Major Household Appliance MfgT,335224 - Major Household Appliance ManufacturingT,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335228,2015,10.1,528.7,8.3,18.1,383.3,5099.5,2406.9,2689.4,187.5,384.4,32.4,1156.7,818.5,338.1,0.995000005,0.97299999,1.011999965,1.148000002,0.035999998,1.024000049,0.035999998,1.024000049,114.52475247524754,1.799999999999999,266.2772277227723,504.9009900990099,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335228,2016,10.3,544.3,8.5,18.3,401.3,5082.6,2372.7,2777.2,67.4,375.9,28.6,1222.1,858.3,363.8,0.976999998,0.957000017,1.00999999,1.049000025,-0.009,1.016000032,-0.009,1.016000032,118.65048543689319,1.8000000000000007,269.631067961165,493.45631067961165,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335228,2017,11.4,591.0,9.5,19.7,434.0,5239.2,2511.7,2794.8,99.9,428.5,30.1,,,,0.967000008,0.995999992,,1.167000055,,,,,,1.9000000000000004,245.1578947368421,459.57894736842104,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335228,2018,11.4,606.2,9.5,19.6,445.2,5408.8,2523.1,2908.6,,437.0,31.3,,,,0.986999989,1.044999957,,1.190000057,,,,,,1.9000000000000004,255.14035087719296,474.4561403508772,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335311,2015,18.7,919.6,13.8,26.8,527.3,5322.5,2958.7,2372.5,100.9,730.0,57.2,1730.2,1110.4,619.7,0.94599998,0.927999973,1.014999986,1.037999988,-0.039000001,0.957000017,-0.039000001,0.957000017,92.524064171123,4.899999999999999,126.8716577540107,284.62566844919786,"Power, Distribution, and Specialty Transformer Manufacturing",exact,"Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335311,2016,17.4,878.6,12.9,25.9,510.9,5151.6,2740.1,2347.0,70.8,646.8,53.3,1701.9,1085.5,616.4,0.93599999,0.894999981,1.014999986,0.985000014,0.015,0.972000003,0.015,0.972000003,97.81034482758622,4.499999999999998,134.8850574712644,296.06896551724145,"Power, Distribution, and Specialty Transformer Manufacturing",exact,"Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335311,2017,18.2,1005.1,13.6,26.3,558.6,5162.1,2704.6,2471.0,114.0,701.5,53.1,,,,0.963,0.950999975,,1.095000029,,,,,,4.6,135.76923076923077,283.63186813186815,"Power, Distribution, and Specialty Transformer Manufacturing",exact,"Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335311,2018,18.8,1030.4,13.1,28.0,552.0,6150.4,3184.2,3078.9,,878.6,62.5,,,,1.006999969,1.008999944,,1.11500001,,,,,,5.700000000000001,163.77127659574467,327.1489361702127,"Power, Distribution, and Specialty Transformer Manufacturing",exact,"Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335312,2015,28.0,1556.6,17.9,34.6,824.5,10298.0,5758.4,4509.3,184.4,1682.8,70.2,3488.7,2330.9,1157.9,1.026000023,0.976000011,1.011000037,0.97299999,-0.071000002,0.939999998,-0.071000002,0.939999998,124.59642857142856,10.100000000000001,161.04642857142858,367.7857142857143,Motor and Generator Manufacturing,exact,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335312,2016,27.3,1510.7,17.3,33.0,813.3,9533.2,5343.6,4103.6,156.4,1539.3,66.8,3388.0,2250.1,1137.9,1.01699996,0.958999991,1.008999944,0.940999985,-0.023,0.917999983,-0.023,0.917999983,124.1025641025641,10.0,150.31501831501834,349.2014652014652,Motor and Generator Manufacturing,exact,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335312,2017,28.8,1591.7,19.0,36.4,831.3,9772.4,5586.8,4232.9,227.8,1841.8,59.7,,,,1.026000023,0.99000001,,1.047000051,,,,,,9.8,146.97569444444443,339.3194444444444,Motor and Generator Manufacturing,exact,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335312,2018,29.0,1709.8,19.2,35.9,903.1,12095.2,6634.9,5564.5,,2044.8,59.1,,,,1.052999973,1.026000023,,1.067999959,,,,,,9.8,191.8793103448276,417.07586206896553,Motor and Generator Manufacturing,exact,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335313,2015,33.6,2001.6,22.2,44.8,974.5,11861.0,5792.6,6084.3,172.9,1189.3,54.7,2165.8,1516.5,649.4,1.001000047,0.950999975,1.016000032,1.003999949,-0.037,0.978999972,-0.037,0.978999972,64.45833333333334,11.400000000000002,181.08035714285714,353.00595238095235,Switchgear and Switchboard Apparatus Manufacturing,exact,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335313,2016,31.1,1940.2,20.1,40.1,935.4,11756.3,5817.6,5931.0,166.9,1153.2,51.0,2151.4,1494.8,656.6,1.003000021,0.940999985,1.014000058,0.971000016,-0.003,0.976000011,-0.003,0.976000011,69.17684887459806,11.0,190.7073954983923,378.016077170418,Switchgear and Switchboard Apparatus Manufacturing,exact,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335313,2017,31.2,1955.8,20.5,38.3,917.6,12080.6,5747.3,6369.4,152.8,1243.0,50.9,,,,1.006999969,0.976999998,,1.080000043,,,,,,10.7,204.14743589743588,387.19871794871796,Switchgear and Switchboard Apparatus Manufacturing,exact,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335313,2018,32.3,2075.8,21.4,40.3,986.8,13789.7,6799.6,7015.1,,1392.9,53.2,,,,1.027999997,1.014999986,,1.100999951,,,,,,10.899999999999999,217.18575851393192,426.9256965944273,Switchgear and Switchboard Apparatus Manufacturing,exact,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335314,2015,34.0,2199.3,18.2,36.2,812.3,10364.9,5190.9,5176.9,167.4,1325.8,45.5,2734.3,1691.7,1042.6,1.046000004,1.011999965,1.014999986,1.008000016,-0.059,0.994000018,-0.059,0.994000018,80.42058823529412,15.8,152.26176470588234,304.84999999999997,Relay and Industrial Control Manufacturing,exact,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335314,2016,32.9,2133.0,17.2,33.7,760.9,9941.9,4978.0,4939.2,156.4,1262.5,43.6,2695.2,1656.4,1038.8,1.052000046,1.013000011,1.013000011,0.98299998,-0.016000001,0.977999985,-0.016000001,0.977999985,81.9209726443769,15.7,150.12765957446808,302.1854103343465,Relay and Industrial Control Manufacturing,exact,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335314,2017,33.3,2178.7,19.4,37.0,899.7,10224.1,5100.9,5168.1,227.6,1376.9,42.2,,,,1.067000031,1.029999971,,1.097000003,,,,,,13.899999999999999,155.1981981981982,307.03003003003005,Relay and Industrial Control Manufacturing,exact,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335314,2018,35.6,2324.8,20.4,35.1,906.3,11662.5,5730.9,5850.7,,1383.9,45.8,,,,1.077000022,1.054999948,,1.121000051,,,,,,15.200000000000003,164.34550561797752,327.59831460674155,Relay and Industrial Control Manufacturing,exact,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335911,2015,22.5,1169.3,16.0,34.8,773.2,8025.8,4420.9,3580.6,445.8,1172.5,171.1,2604.6,1677.0,927.6,1.014999986,0.84799999,1.008999944,1.378999949,-0.046999998,0.953000009,-0.046999998,0.950999975,115.75999999999999,6.5,159.13777777777779,356.70222222222225,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335911,2016,21.7,1194.7,15.4,29.9,705.1,7474.6,3926.3,3582.5,143.7,1198.9,153.2,2866.1,1940.5,925.5,1.008000016,0.83099997,1.008999944,1.279000044,-0.025,0.92900002,-0.025,0.927999973,132.07834101382488,6.299999999999999,165.0921658986175,344.45161290322585,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335911,2017,25.1,1291.1,16.6,30.6,709.2,7532.5,4431.6,3200.1,94.0,1398.7,170.1,,,,1.059000015,0.883000016,,1.417000055,,,,,,8.5,127.49402390438246,300.0996015936255,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335911,2018,25.4,1361.9,17.2,33.5,807.7,7752.0,4086.8,3608.5,,1322.4,148.9,,,,1.123999953,0.911000013,,1.437000036,,,,,,8.2,142.06692913385828,305.1968503937008,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335912,2015,8.3,518.1,5.0,10.8,232.6,3626.8,1828.4,1864.5,122.1,474.2,47.0,991.3,609.0,382.3,0.99000001,0.906000018,1.008000016,1.215000033,-0.052000001,0.813000023,-0.052000001,0.813000023,119.43373493975902,3.3000000000000007,224.63855421686745,436.96385542168673,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335912 | Battery MfgT,335912 - Battery ManufacturingT,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335912,2016,7.3,478.9,4.4,9.8,203.3,3558.2,1807.6,1743.3,91.2,436.8,46.1,1016.3,640.6,375.7,0.975000024,0.885999978,1.008999944,1.187999964,-0.004,0.810000002,-0.004,0.810000002,139.21917808219177,2.8999999999999995,238.8082191780822,487.42465753424653,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335912 | Battery MfgT,335912 - Battery ManufacturingT,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335912,2017,6.6,430.3,4.6,8.4,227.6,2076.5,1245.2,851.1,100.4,332.2,30.5,,,,0.978999972,0.934000015,,1.325999975,,,,,,2.0,128.95454545454547,314.6212121212121,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335912 | Battery MfgT,335912 - Battery ManufacturingT,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335912,2018,6.0,430.0,3.9,7.2,216.7,2274.6,1413.2,877.9,,384.5,36.0,,,,1.021999955,0.999000013,,1.355999947,,,,,,2.1,146.31666666666666,379.09999999999997,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335912 | Battery MfgT,335912 - Battery ManufacturingT,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335921,2015,5.5,291.8,3.3,6.3,136.3,2351.4,1163.8,1183.9,81.3,259.8,16.4,1044.3,608.4,435.9,0.976999998,0.90200001,1.011999965,0.995000005,0.064000003,1.09800005,0.064000003,1.09800005,189.87272727272727,2.2,215.25454545454548,427.52727272727276,Fiber Optic Cable Manufacturing,exact,Fiber Optic Cable Mfg,335921 | Fiber Optic Cable Mfg,335921 - Fiber Optic Cable Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335921,2016,7.4,369.2,4.6,8.3,172.6,3042.3,1532.4,1537.9,90.6,350.6,19.5,1023.6,591.1,432.6,0.973999977,0.861999989,1.011000037,0.986000001,0.077,1.18599999,0.077,1.184999943,138.32432432432432,2.8000000000000007,207.82432432432432,411.1216216216216,Fiber Optic Cable Manufacturing,exact,Fiber Optic Cable Mfg,335921 | Fiber Optic Cable Mfg,335921 - Fiber Optic Cable Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335921,2017,6.8,394.2,4.8,9.4,208.0,2830.3,1501.6,1334.8,47.3,311.5,16.3,,,,0.971000016,0.933000028,,1.100000024,,,,,,2.0,196.2941176470588,416.22058823529414,Fiber Optic Cable Manufacturing,exact,Fiber Optic Cable Mfg,335921 | Fiber Optic Cable Mfg,335921 - Fiber Optic Cable Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335921,2018,7.1,425.4,4.9,9.3,217.1,2653.2,1491.4,1169.5,,324.8,17.2,,,,0.97299999,0.978999972,,1.125,,,,,,2.1999999999999993,164.71830985915494,373.6901408450704,Fiber Optic Cable Manufacturing,exact,Fiber Optic Cable Mfg,335921 | Fiber Optic Cable Mfg,335921 - Fiber Optic Cable Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335929,2015,22.6,1234.7,16.1,34.0,681.4,12197.9,7736.2,4414.6,239.1,1185.0,93.8,3663.3,2397.3,1266.0,0.917999983,0.90200001,1.01699996,1.080000043,0.01,1.021999955,0.01,1.021999955,162.0929203539823,6.5,195.3362831858407,539.7300884955752,Other Communication and Energy Wire Manufacturing,exact,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335929,2016,22.5,1192.5,16.0,31.5,666.5,11220.9,7062.4,4181.3,287.7,1225.7,85.4,3577.9,2316.7,1261.2,0.875999987,0.861999989,1.01699996,1.047999978,0.004,1.026000023,0.004,1.026000023,159.01777777777778,6.5,185.83555555555557,498.70666666666665,Other Communication and Energy Wire Manufacturing,exact,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335929,2017,17.6,1014.9,12.3,24.1,562.2,8105.7,5208.3,2964.6,103.5,989.1,63.0,,,,0.903999984,0.933000028,,1.169999957,,,,,,5.300000000000001,168.4431818181818,460.5511363636363,Other Communication and Energy Wire Manufacturing,exact,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335929,2018,17.4,1032.2,12.3,24.1,554.8,8472.0,5552.3,2943.4,,1039.8,66.7,,,,0.93900001,0.978999972,,1.197000027,,,,,,5.099999999999998,169.1609195402299,486.89655172413796,Other Communication and Energy Wire Manufacturing,exact,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335931,2015,25.3,1357.6,16.8,33.5,612.3,8306.7,3727.6,4598.3,200.8,905.2,55.7,2312.3,1623.2,689.1,1.031000018,0.941999972,1.003999949,1.026000023,-0.008,1.057999969,-0.008,1.057999969,91.39525691699605,8.5,181.7509881422925,328.32806324110675,Current-Carrying Wiring Device Manufacturing,exact,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335931,2016,24.2,1309.9,15.9,32.2,607.5,8218.1,3630.2,4584.8,142.9,898.5,53.9,2321.5,1640.3,681.2,1.006000042,0.916999996,1.003999949,1.019999981,0.017000001,1.075999975,0.017000001,1.075999975,95.92975206611571,8.299999999999999,189.45454545454547,339.5909090909091,Current-Carrying Wiring Device Manufacturing,exact,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335931,2017,25.4,1345.8,17.5,34.1,678.7,8281.8,3679.1,4630.0,145.7,995.7,54.9,,,,1.006000042,0.966000021,,1.138000011,,,,,,7.899999999999999,182.28346456692915,326.0551181102362,Current-Carrying Wiring Device Manufacturing,exact,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335931,2018,24.3,1372.2,16.7,34.0,691.8,8207.1,3831.1,4367.8,,992.0,50.4,,,,1.019000053,1.018000007,,1.164000034,,,,,,7.600000000000001,179.7448559670782,337.74074074074076,Current-Carrying Wiring Device Manufacturing,exact,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335932,2015,13.1,801.9,9.5,19.1,432.5,5671.3,2209.3,3438.6,122.7,590.7,58.2,1466.1,946.1,520.0,1.011000037,0.941999972,1.011000037,0.963,-0.064000003,0.930999994,-0.064000003,0.930999994,111.91603053435114,3.5999999999999996,262.48854961832063,432.92366412213744,Noncurrent-Carrying Wiring Device Manufacturing,exact,Noncurrent-Carrying Wiring Device Mfg,335932 | Noncurrent-Carrying Wiring Device Mfg,335932 - Noncurrent-Carrying Wiring Device Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335932,2016,13.0,772.3,9.6,19.4,451.2,5498.3,2053.4,3461.4,147.3,655.2,56.8,1464.2,941.3,522.9,1.00999999,0.916999996,1.011000037,0.931999981,-0.009,0.922999978,-0.009,0.922999978,112.63076923076923,3.4000000000000004,266.26153846153846,422.94615384615383,Noncurrent-Carrying Wiring Device Manufacturing,exact,Noncurrent-Carrying Wiring Device Mfg,335932 | Noncurrent-Carrying Wiring Device Mfg,335932 - Noncurrent-Carrying Wiring Device Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335932,2017,14.5,788.5,10.8,20.3,462.6,6124.0,2540.2,3645.2,129.6,744.0,63.0,,,,1.024000049,0.966000021,,1.037999988,,,,,,3.6999999999999993,251.39310344827584,422.3448275862069,Noncurrent-Carrying Wiring Device Manufacturing,exact,Noncurrent-Carrying Wiring Device Mfg,335932 | Noncurrent-Carrying Wiring Device Mfg,335932 - Noncurrent-Carrying Wiring Device Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335932,2018,13.7,788.3,10.7,21.5,478.1,6503.7,2594.3,3941.8,,822.6,66.4,,,,1.054999948,1.018000007,,1.059000015,,,,,,3.0,287.72262773722633,474.7226277372263,Noncurrent-Carrying Wiring Device Manufacturing,exact,Noncurrent-Carrying Wiring Device Mfg,335932 | Noncurrent-Carrying Wiring Device Mfg,335932 - Noncurrent-Carrying Wiring Device Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
335991,2015,8.2,505.3,5.6,11.4,312.6,3369.5,1825.0,1535.1,295.6,923.9,159.1,2277.3,1721.9,555.4,0.916999996,0.962000012,1.008000016,0.978999972,-0.024,1.019999981,-0.024,1.019999981,277.719512195122,2.5999999999999996,187.20731707317074,410.9146341463415,Carbon and Graphite Product Manufacturing,exact,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
335991,2016,8.1,509.0,5.6,11.4,316.3,3129.6,1603.7,1394.5,160.2,722.7,138.7,2404.5,1850.3,554.2,0.839999974,0.912999988,1.006000042,0.938000023,0.039000001,1.059999943,0.039000001,1.06099999,296.85185185185185,2.5,172.1604938271605,386.3703703703704,Carbon and Graphite Product Manufacturing,exact,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
335991,2017,8.9,584.4,6.5,12.6,359.4,3519.5,1817.3,1733.3,187.2,848.0,121.5,,,,0.920000017,0.971000016,,1.042999983,,,,,,2.4000000000000004,194.75280898876403,395.44943820224717,Carbon and Graphite Product Manufacturing,exact,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
335991,2018,9.1,608.8,6.6,12.7,369.5,4270.4,1986.4,2387.9,,965.3,124.8,,,,1.258000016,1.054999948,,1.062000036,,,,,,2.5,262.4065934065934,469.27472527472526,Carbon and Graphite Product Manufacturing,exact,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
